Date,ACN,ADBE,AMD,AKAM,APH,ADI,ANSS,AAPL,AMAT,ANET,ADSK,ADP,AVGO,BR,CDNS,CDW,CSCO,CTXS,CTSH,GLW,DXC,FFIV,FIS,FISV,FLT,FLIR,FTNT,IT,GPN,HPE,HPQ,INTC,IBM,INTU,IPGP,JKHY,JNPR,KEYS,KLAC,LRCX,LDOS,MA,MXIM,MCHP,MU,MSFT,MSI,NTAP,NLOK,NVDA,ORCL,PAYX,PAYC,PYPL,QRVO,QCOM,CRM,STX,NOW,SWKS,SNPS,TEL,TXN,TYL,VRSN,V,WDC,WU,XRX,XLNX,ZBRA
2016-01-04,93.09091186523438,91.97000122070312,2.7699999809265137,52.310001373291016,48.47903060913086,48.75115966796875,90.0999984741211,24.36453628540039,17.168798446655273,77.4000015258789,60.310001373291016,73.41742706298828,120.90440368652344,47.973995208740234,20.530000686645508,38.66177749633789,22.478187561035156,57.42671585083008,55.50648880004883,15.746969223022461,25.5485897064209,96.93000030517578,56.36106491088867,44.75,140.6300048828125,26.714155197143555,30.229999542236328,88.12999725341797,62.1392822265625,7.7354021072387695,9.87630558013916,29.535354614257812,107.91675567626953,89.89360809326172,85.83999633789062,72.21444702148438,24.26430892944336,27.809999465942383,60.529457092285156,71.28113555908203,36.00960922241211,91.72644805908203,31.532878875732422,41.88566207885742,14.329999923706055,49.8918342590332,61.038753509521484,22.589115142822266,8.933860778808594,31.672332763671875,32.958900451660156,43.580833435058594,35.970001220703125,34.75,50.720001220703125,42.11410140991211,76.70999908447266,26.8048095703125,84.06999969482422,71.80399322509766,44.91999816894531,56.77309799194336,47.249732971191406,167.02999877929688,83.94999694824219,72.9206314086914,52.12535095214844,14.665780067443848,22.433086395263672,41.56014633178711,66.48999786376953
2016-01-05,93.5754165649414,92.33999633789062,2.75,52.02000045776367,47.935813903808594,48.392967224121094,89.41999816894531,23.753976821899414,17.187387466430664,78.27999877929688,60.38999938964844,73.59634399414062,116.85955810546875,48.46847915649414,20.540000915527344,38.64289474487305,22.37605094909668,56.94667434692383,55.50648880004883,15.738177299499512,25.07217788696289,96.5199966430664,56.71855163574219,44.95500183105469,136.75999450683594,28.1636905670166,29.84000015258789,89.04000091552734,63.10245132446289,7.684276580810547,9.969961166381836,29.396329879760742,107.83740234375,91.38897705078125,83.38999938964844,73.27129364013672,24.38823699951172,27.75,60.57353210449219,71.6662826538086,36.74137878417969,91.90058898925781,31.15453338623047,41.575950622558594,14.819999694824219,50.11944580078125,60.365901947021484,22.050867080688477,8.951011657714844,32.18112564086914,32.85749053955078,43.54701232910156,34.869998931884766,34.310001373291016,47.529998779296875,41.290645599365234,77.05000305175781,26.849159240722656,84.0,67.52873992919922,44.970001220703125,56.6209602355957,46.75411605834961,168.61000061035156,81.41000366210938,73.46971893310547,51.90096664428711,14.60751724243164,22.38953399658203,42.17719268798828,64.81999969482422
2016-01-06,93.392578125,91.0199966430664,2.509999990463257,50.47999954223633,46.80175018310547,46.33330535888672,88.29000091552734,23.28911590576172,16.480926513671875,73.52999877929688,59.540000915527344,72.69282531738281,113.2650146484375,48.09303665161133,20.200000762939453,38.94501876831055,22.137737274169922,57.287349700927734,54.55161666870117,15.386483192443848,24.82186508178711,95.0199966430664,55.6743049621582,44.6150016784668,132.66000366210938,28.293779373168945,29.5,88.41000366210938,63.301048278808594,7.566686153411865,9.612370491027832,28.744617462158203,107.29759979248047,91.71282196044922,80.93000030517578,73.32791900634766,23.706607818603516,27.299999237060547,58.67012405395508,67.45709991455078,36.1093864440918,90.49494171142578,30.25162124633789,40.929168701171875,14.220000267028809,49.20901107788086,59.49299240112305,21.58746910095215,8.938149452209473,30.850433349609375,33.0234375,42.92985916137695,34.9900016784668,33.97999954223633,44.619998931884766,40.87051010131836,76.29000091552734,25.68147850036621,81.41999816894531,63.71417236328125,44.310001373291016,55.556034088134766,46.449771881103516,166.41000366210938,81.0199966430664,72.50643157958984,50.74454116821289,14.274581909179688,22.106393814086914,41.40587615966797,62.22999954223633
2016-01-07,90.65005493164062,89.11000061035156,2.2799999713897705,48.189998626708984,45.11494827270508,45.1512336730957,87.2300033569336,22.30620765686035,15.99756145477295,68.75,55.97999954223633,70.47429656982422,109.66201782226562,46.54549789428711,19.75,37.47218322753906,21.627063751220703,54.918113708496094,54.08373260498047,15.034795761108398,24.48272132873535,91.81999969482422,55.68372344970703,44.10499954223633,128.5,27.89423179626465,29.170000076293945,86.25,60.927886962890625,7.009408950805664,9.169637680053711,27.667129516601562,105.46394348144531,90.23189544677734,78.0999984741211,72.54471588134766,23.09579849243164,26.219999313354492,58.10616683959961,65.76058197021484,35.21797180175781,88.83724212646484,29.460512161254883,38.861305236816406,13.65999984741211,47.497398376464844,58.29278564453125,20.433340072631836,8.788108825683594,29.627378463745117,32.3043327331543,40.94314956665039,35.540000915527344,33.130001068115234,45.63999938964844,38.76984786987305,74.30000305175781,25.526281356811523,79.63999938964844,61.8806266784668,43.279998779296875,52.61177062988281,44.95420455932617,163.7899932861328,80.55000305175781,71.08076477050781,49.90743637084961,14.191349983215332,21.496564865112305,39.772518157958984,59.40999984741211
2016-01-08,89.77243041992188,87.8499984741211,2.140000104904175,48.099998474121094,44.43832015991211,44.757225036621094,85.4000015258789,22.42415428161621,15.607151985168457,68.87000274658203,55.060001373291016,69.892822265625,108.93974304199219,46.22499465942383,19.239999771118164,37.43442916870117,21.090850830078125,53.950294494628906,53.24344253540039,15.078756332397461,23.82059097290039,92.12999725341797,54.68650817871094,43.76499938964844,129.25999450683594,28.135820388793945,28.610000610351562,85.70999908447266,59.756187438964844,6.9224958419799805,9.007872581481934,27.380382537841797,104.48756408691406,88.98979949951172,79.80000305175781,72.1389389038086,22.768260955810547,25.450000762939453,57.489322662353516,64.63262176513672,34.971832275390625,87.1407470703125,27.800886154174805,37.8319206237793,13.329999923706055,47.643062591552734,58.420074462890625,20.109834671020508,8.783823013305664,28.99138832092285,31.944780349731445,40.2076416015625,33.2599983215332,32.689998626708984,44.4900016784668,38.55138397216797,73.2300033569336,24.048213958740234,78.12000274658203,61.63182067871094,42.349998474121094,52.039031982421875,43.78903579711914,160.6300048828125,78.1500015258789,70.20418548583984,47.80170822143555,14.074823379516602,20.886730194091797,38.95582962036133,59.25
2016-01-11,90.71405029296875,89.37999725341797,2.3399999141693115,45.459999084472656,44.095237731933594,45.82286834716797,85.2699966430664,22.78725814819336,15.504901885986328,68.01000213623047,55.22999954223633,70.2327651977539,108.80377197265625,46.39897537231445,19.280000686645508,37.61380386352539,21.507905960083008,53.323150634765625,53.58720397949219,15.219432830810547,23.87710952758789,93.5199966430664,55.44852828979492,43.970001220703125,125.55999755859375,28.953502655029297,28.350000381469727,85.72000122070312,58.10786819458008,6.779341220855713,9.06747055053711,27.858301162719727,105.75762939453125,89.81150817871094,79.47000122070312,72.40318298339844,23.024974822998047,24.93000030517578,57.727256774902344,65.06363677978516,35.11153030395508,87.8096694946289,28.428619384765625,37.804603576660156,12.529999732971191,47.615745544433594,58.52919387817383,20.092344284057617,8.728092193603516,29.040311813354492,32.212135314941406,40.08928680419922,32.959999084472656,33.040000915527344,44.220001220703125,38.71101760864258,73.18000030517578,23.168758392333984,78.52999877929688,60.85787582397461,42.09000015258789,51.83319854736328,44.52813720703125,160.57000732421875,78.06999969482422,71.20601654052734,45.56653594970703,14.041526794433594,20.472919464111328,39.12825012207031,58.86000061035156
2016-01-12,92.34127807617188,89.81999969482422,2.390000104904175,46.880001068115234,45.200714111328125,46.25271987915039,86.41000366210938,23.11797523498535,15.569972038269043,66.4800033569336,54.790000915527344,71.09154510498047,110.40132904052734,46.948402404785156,19.139999389648438,37.89704513549805,21.575992584228516,54.80972671508789,56.957881927490234,15.245811462402344,24.070905685424805,92.61000061035156,56.43632125854492,44.654998779296875,124.29000091552734,28.897754669189453,28.729999542236328,86.6500015258789,58.10786819458008,6.779341220855713,9.21220874786377,28.397043228149414,105.49567413330078,90.62361145019531,83.0199966430664,73.50718688964844,23.2374324798584,25.25,57.93873977661133,65.51298522949219,36.84781265258789,88.64335632324219,28.506011962890625,38.1234245300293,12.720000267028809,48.05275344848633,59.02018356323242,19.760089874267578,8.852412223815918,29.5295352935791,32.60857391357422,40.123111724853516,33.22999954223633,33.08000183105469,44.779998779296875,39.08914566040039,74.45999908447266,23.331348419189453,80.98999786376953,61.392269134521484,42.02000045776367,52.31644058227539,44.80637741088867,163.91000366210938,79.29000091552734,72.01515197753906,45.18681716918945,14.174704551696777,20.756057739257812,39.34601974487305,59.849998474121094
2016-01-13,90.741455078125,88.30000305175781,2.25,45.81999969482422,44.36207962036133,44.86467742919922,84.44999694824219,22.523605346679688,15.058717727661133,64.70999908447266,50.869998931884766,69.18611907958984,104.78436279296875,45.45580291748047,18.65999984741211,35.82941436767578,20.93765640258789,52.0843391418457,55.16273880004883,14.999626159667969,23.271501541137695,94.0,55.617862701416016,43.415000915527344,117.66000366210938,29.065006256103516,28.389999389648438,84.08000183105469,56.00281524658203,6.518596172332764,9.007872581481934,27.727954864501953,104.12239074707031,87.61398315429688,81.3499984741211,71.50672912597656,22.71514129638672,24.43000030517578,57.083980560302734,63.34878921508789,35.7568244934082,86.462158203125,27.61170768737793,37.63152313232422,12.0600004196167,47.014869689941406,57.61992645263672,19.690149307250977,8.680939674377441,28.629364013671875,31.419281005859375,39.21006774902344,30.899999618530273,32.119998931884766,40.38999938964844,38.736236572265625,72.3499984741211,22.96183204650879,76.79000091552734,57.27365493774414,40.529998779296875,51.10831832885742,43.31950759887695,157.5,76.08999633789062,70.4161148071289,43.141502380371094,13.8084716796875,20.08088493347168,38.03024673461914,56.5099983215332
2016-01-14,93.13660430908203,89.80000305175781,2.2100000381469727,46.90999984741211,44.51456069946289,45.22288513183594,84.9000015258789,23.016216278076172,15.625740051269531,65.38999938964844,52.650001525878906,70.66214752197266,106.3819351196289,46.453922271728516,19.3799991607666,35.70668029785156,20.98872184753418,52.16950607299805,57.492610931396484,15.210641860961914,23.78829002380371,94.16000366210938,56.727962493896484,44.51499938964844,120.0199966430664,29.492431640625,29.290000915527344,85.41000366210938,56.956050872802734,6.646413803100586,9.0419282913208,28.44917869567871,105.50362396240234,90.11721801757812,82.94999694824219,72.77117919921875,23.157764434814453,24.649999618530273,58.740638732910156,65.98065948486328,37.133872985839844,87.93568420410156,27.783689498901367,38.296504974365234,12.020000457763672,48.35320281982422,57.38351821899414,20.302183151245117,8.779533386230469,28.052078247070312,32.073848724365234,40.00475311279297,31.809999465942383,32.869998931884766,39.41999816894531,40.105873107910156,73.06999969482422,23.730426788330078,78.20999908447266,59.4665641784668,41.25,51.40363693237305,43.50210189819336,161.82000732421875,75.6500015258789,71.09042358398438,42.50286865234375,14.257935523986816,19.993762969970703,38.483970642089844,57.83000183105469
2016-01-15,90.75060272216797,89.16999816894531,2.0299999713897705,44.150001525878906,43.35189437866211,44.613948822021484,84.97000122070312,22.463472366333008,14.947171211242676,64.8499984741211,49.400001525878906,69.70497131347656,101.94617462158203,46.1609001159668,19.0,35.01747131347656,20.103548049926758,51.33330535888672,56.06031036376953,14.832572937011719,23.465299606323242,93.5199966430664,54.99696350097656,43.66999816894531,118.16000366210938,29.046419143676758,28.280000686645508,86.04000091552734,56.697872161865234,6.411231994628906,8.607710838317871,25.85973358154297,103.21745300292969,87.413330078125,81.04000091552734,70.32722473144531,22.785966873168945,23.530000686645508,56.88129806518555,62.32168960571289,36.57506561279297,85.99685668945312,27.508516311645508,36.91185760498047,11.079999923706055,46.42308807373047,56.00144958496094,19.454078674316406,8.45802116394043,26.525699615478516,31.456161499023438,39.48059844970703,32.02000045776367,32.310001373291016,36.599998474121094,38.50095748901367,70.86000061035156,22.82880401611328,76.33999633789062,55.900787353515625,40.959999084472656,49.29165267944336,41.7630729675293,158.85000610351562,74.25,69.19274139404297,40.76823043823242,13.850090980529785,19.81952476501465,38.84693908691406,56.54999923706055
